0	6
1	9
2	8
4	86
5	9
6	135
7	6
8	204
9	7
10	6
11	6
12	6
13	325
14	7
15	315
16	75
17	44
18	101
19	34
20	9
21	7
22	6
23	208
24	15
25	69
26	27
27	21
28	10
29	77
30	6
31	311
32	113
33	6
34	96
35	22
36	17
37	189
38	6
39	102
40	100
41	96
42	46
43	6
44	59
45	11
46	127
47	7
48	96
49	7
50	52
51	123
52	15
53	41
54	173
55	32
56	46
57	38
58	9
59	8
60	281
61	76
62	158
63	132
64	53
65	46
66	145
67	252
68	7
69	6
70	8
71	197
72	6
73	127
74	91
75	34
76	171
77	9
78	7
79	6
80	6
81	91
82	169
83	169
84	6
85	39
86	239
87	11
88	6
89	19
90	30
91	7
92	7
93	69
94	150
95	85
96	48
97	20
98	163
99	34
100	142
101	125
102	48
103	11
104	9
105	25
106	7
107	7
108	122
109	88
110	9
111	28
112	47
113	213
114	6
115	6
116	8
117	6
118	138
119	42
120	139
121	86
122	187
123	68
124	17
125	25
126	9
127	8
128	6
129	8
130	50
131	7
132	26
133	6
134	8
135	13
136	28
137	114
138	22
139	19
140	181
141	62
142	170
143	61
144	11
145	133
146	23
147	34
148	37
149	31
150	55
151	23
152	117
153	73
154	30
155	89
156	7
157	71
158	7
159	76
160	51
161	24
162	38
163	9
164	20
165	13
166	7
167	63
168	6
169	219
170	6
171	87
172	61
173	6
174	6
175	7
176	53
177	21
178	7
179	12
180	13
181	88
182	57
183	63
184	8
185	106
186	6
187	126
188	14
189	103
190	20
191	78
192	9
193	6
194	50
195	95
196	6
197	41
198	9
199	24
200	60
201	48
202	42
203	48
204	29
205	34
206	48
207	19
208	6
209	68
210	20
211	6
212	63
213	19
214	35
215	33
216	73
217	64
218	46
219	6
220	25
221	44
222	5
223	12
224	27
225	15
226	20
227	9
